ts,tick_id,token_id,slug,outcome_name,first_seen_ts,first_seen_price,last_seen_ts,last_seen_price,missing_ticks,resolution_reason
2026-05-01T11:53:58+00:00,167,104799712549826373744109657071959318662829394073644093776405161741371987287837,will-elizabeth-warren-vote-to-confirm-kevin-warsh-as-chair-of-the-federal-reserve,No,2026-04-30T08:12:01+00:00,0.9780,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,100247380276302595040975828038875973275156095535071362551566216763310928544445,will-the-next-us-x-iran-diplomatic-meeting-be-on-may-5,No,2026-04-30T08:12:01+00:00,0.9785,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,49213834643661405803924505794660908950461231524328787556684144250126410710444,highest-temperature-in-los-angeles-on-april-30-2026-64-65f,No,2026-04-30T08:12:01+00:00,0.9785,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,101368501925174753836323619429761573168372192995967823329777525378007300955656,will-michael-be-the-top-grossing-movie-of-2026,No,2026-04-30T08:12:01+00:00,0.9790,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,62116206887522199306412248927926622780699787095863900215476866802754406552079,will-narendra-modi-win-the-nobel-peace-prize-in-2026,No,2026-04-30T08:12:01+00:00,0.9795,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,28739029688808048222013057458980575701918996360269315486824886647724412674660,will-trump-talk-to-kim-jong-un-in-april,No,2026-04-30T08:12:01+00:00,0.9795,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,47288403086563613301183239889548722162405760559255994671125838345676049534724,will-jernej-vrtovec-be-the-next-prime-minister-of-slovenia,No,2026-04-30T08:12:01+00:00,0.9810,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,44055679722986125727646614592009873814821236806019076895163002610628560491542,space-fdv-above-60m-one-day-after-launch-178-472,No,2026-04-30T08:12:01+00:00,0.9810,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,17798213110213256702625734324538696634618923603606674069332490704246814870825,lol-nbs-brt-2026-04-30,NightBirds,2026-04-30T08:12:01+00:00,0.9810,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,39766939694460004925290266709531635660902081793543974711598767930913394552857,will-5-fed-rate-cuts-happen-in-2026,No,2026-04-30T08:12:01+00:00,0.9845,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,72719414839307123367964882183431863550339548643300763353182714075168673422024,will-bill-clinton-be-confirmed-to-have-visited-epsteins-island,No,2026-04-30T08:12:01+00:00,0.9800,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,75372837605831555677874221649374683708188110404163110386806779043315570152452,highest-temperature-in-chengdu-on-april-30-2026-22c,Yes,2026-04-30T08:12:01+00:00,0.9815,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,3747885803909574641482161922093680713589642708368763190281344987226403900382,highest-temperature-in-london-on-april-30-2026-17c,No,2026-04-30T08:12:01+00:00,0.9830,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,87591519242462985298003689705175187406460001532037004990990441423905166299215,highest-temperature-in-atlanta-on-april-30-2026-78-79f,No,2026-04-30T08:12:01+00:00,0.9805,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,24571091053272916311963689842642154581093757890870743749422654698747287238065,highest-temperature-in-san-francisco-on-april-30-2026-60-61f,No,2026-04-30T08:12:01+00:00,0.9805,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,55948777234361341126700546837941402718308555352802171849794245616992652098854,highest-temperature-in-shanghai-on-april-30-2026-20c,No,2026-04-30T08:12:01+00:00,0.9845,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,110912572302428645778274738850580418535969155929698701765633585327077683339350,will-amzn-reach-296-in-april,No,2026-04-30T08:12:01+00:00,0.9815,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,102453645625385985074949463010554574583985593195218043076641456918686817654466,will-the-next-us-x-iran-diplomatic-meeting-be-on-may-4,No,2026-04-30T08:12:01+00:00,0.9810,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,41614991701871020344796945767107485930030446263861944599908381884165143531,will-us-gdp-growth-in-q1-2026-be-between-3pt0-and-3pt5,No,2026-04-30T08:12:01+00:00,0.8890,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,94132648880094546350566337708205789602695347131730936495673053912132773313860,will-trump-talk-to-volodymyr-zelenskyy-in-april,No,2026-04-30T08:12:01+00:00,0.8890,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,1097238834137238853236146558000099282266213384955859302485661998187319007532,will-trump-agree-to-unfreeze-iranian-assets-in-april,No,2026-04-30T08:12:01+00:00,0.9835,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,80193824610094096243759223097519559268063516554120735242639638279940461400340,highest-temperature-in-tokyo-on-april-30-2026-16c,Yes,2026-04-30T08:12:01+00:00,0.9830,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,340613496372671895707476886213473430604404111701874901576265026766831932235,bank-of-japan-increases-interest-rates-by-50-bps-after-the-june-2026-meeting,No,2026-04-30T08:12:01+00:00,0.9820,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,90691853229206607302650582871358861095961659344054028004862521057871021444356,will-red-bull-racing-be-the-2026-f1-constructors-champion,No,2026-04-30T08:12:01+00:00,0.9835,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,82058820854294339918425192166686904334069525324886999914471750985138103081748,will-rizo-velovic-win-survivor-season-50,No,2026-04-30T08:12:01+00:00,0.9820,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,46647902352070183258066763519254338558701019805822306126128459427684955493048,will-ronaldo-caiado-win-the-2026-brazilian-presidential-election,No,2026-04-30T08:12:01+00:00,0.9835,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,112445416238953149094809849280104451677389764985598047652817193971420357009166,highest-temperature-in-miami-on-april-30-2026-92-93f,No,2026-04-30T08:12:01+00:00,0.9820,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,47910881921660005925956595835749215378062625802473427776719996453957582073615,highest-temperature-in-buenos-aires-on-april-30-2026-21c,No,2026-04-30T08:12:01+00:00,0.9830,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,115578799639857599916204812483012711622240319513880085294475195727068738005491,will-xrp-dip-to-1pt2-in-april-2026,No,2026-04-30T08:12:01+00:00,0.9840,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,44114758084265555599433883340098793736251613182453082725467295237319453920056,highest-temperature-in-seoul-on-may-1-2026-16c,No,2026-04-30T08:12:01+00:00,0.9835,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,113801928254363938463867860681765651534831945728066096564471419054493308968887,will-the-next-us-x-iran-diplomatic-meeting-be-on-may-3,No,2026-04-30T08:12:01+00:00,0.9840,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,69429701334268785433104256182101104418288131351720825741011761224910398400322,will-wti-crude-oil-wti-hit-high-115-in-april,No,2026-04-30T08:12:01+00:00,0.9050,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,29841999880530451517107551406493625607655289160330010851567822818547696840316,will-elon-musk-buy-ryanair,No,2026-04-30T08:12:01+00:00,0.9845,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,30976993050710343162528102135361009383573152782847859462090359340845648788123,will-the-us-confirm-that-aliens-exist-before-kevin-warsh-is-confirmed-as-fed-chair,No,2026-04-30T08:12:01+00:00,0.9845,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,96531013248146508925769117424430641849615411865896729829340771442611304282562,highest-temperature-in-dallas-on-april-30-2026-69forbelow,Yes,2026-04-30T08:12:01+00:00,0.9850,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,42231231280715598234819126940657358136154014830676171760838382123378637541626,highest-temperature-in-chicago-on-april-30-2026-58-59f,No,2026-04-30T08:12:01+00:00,0.9845,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,110891428022512196562287750649108950554229970727105299766839643364868891255202,will-there-be-between-10-and-20-average-daily-transits-of-the-strait-of-hormuz-on-april-30-633,No,2026-04-30T08:12:01+00:00,0.9845,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,43698820480634763833167371011198892835891269123936082388076422622497723568537,highest-temperature-in-madrid-on-april-30-2026-25c,No,2026-04-30T08:12:01+00:00,0.9850,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,41523402810966852285256781068745916001996966217700804636815358393121537029294,will-trump-say-immigration-or-immigrant-during-king-charles-visit,No,2026-04-30T08:12:01+00:00,0.9150,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,113713177689605197039842856531177931871494673027952001923774744455781406326763,will-trump-say-iran-during-king-charles-visit,No,2026-04-30T08:12:01+00:00,0.9150,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,104620480378178461399189448157207664748169485955040622807367031906218817024637,will-trump-say-ballroom-during-king-charles-visit,No,2026-04-30T08:12:01+00:00,0.9350,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,111337232869607406784274642788745190294940584039415467903028943709594084157385,will-trump-say-trump-during-king-charles-visit,No,2026-04-30T08:12:01+00:00,0.9450,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,54129917141734286990475719150036957290341103588367571823492126089872355734059,will-trump-say-nato-during-king-charles-visit,No,2026-04-30T08:12:01+00:00,0.9455,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,54819971798431480111328192860339132537023809068242215234281433440949546511834,will-wti-crude-oil-wti-hit-low-90-in-april-995,No,2026-04-30T08:12:01+00:00,0.9480,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,44745666790147483483102925265486873423985910293323974146050111716317129269328,will-us-gdp-growth-in-q1-2026-be-less-than-1pt0,No,2026-04-30T08:12:01+00:00,0.9485,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,50244900283963454865025226036644289396104747803431895842688616259648387024473,lol-gen-drx-2026-04-30,Gen.G,2026-04-30T08:22:03+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,29833168915129533659801082394649236633570773335704178706043297590800773958564,highest-temperature-in-nyc-on-april-30-2026-56-57f,No,2026-04-30T08:22:03+00:00,0.9505,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,3693053654486871335845064869894685383233445824705497014171600535298941380422,gensyn-fdv-above-800m-one-day-after-launch-189-495-699,No,2026-04-30T08:22:03+00:00,0.9580,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,72704758458691379241659784107129882315822117409473528993381612271584130507506,highest-temperature-in-ankara-on-april-30-2026-19c,No,2026-04-30T08:22:03+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,43450907958503379785705482002432710772915225466438759460539827220698203849345,will-movie-a-be-the-top-grossing-movie-of-2026,No,2026-04-30T08:22:03+00:00,0.9565,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,110539206128013708912924669290664316828742258245727279219548535235021378536375,lol-gen-drx-2026-04-30-game1,Gen.G,2026-04-30T08:22:03+00:00,0.9700,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,102919496421816458135776975190777774064952544572865512340991909772918588088351,will-anthropic-make-a-deal-with-the-pentagon-by-april-30,No,2026-04-30T08:22:03+00:00,0.9750,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,52463025365653032567713420693146143370162568491605607722516842072226938282024,will-wti-crude-oil-wti-hit-low-85-in-april-923-258,No,2026-04-30T08:22:03+00:00,0.9850,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,14433344026631048947544373142994363354744285311703728664400189168290009062372,highest-temperature-in-chengdu-on-april-30-2026-23c,No,2026-04-30T08:22:03+00:00,0.9765,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,42982129107665047086915027133281187482843429246247762694067372549947187097020,will-wti-reach-90-in-may-2026,Yes,2026-04-30T08:22:03+00:00,0.9845,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,5616219287693485007112983324841932177997252964144982743999759048853144501,highest-temperature-in-denver-on-april-30-2026-52-53f,No,2026-04-30T08:22:03+00:00,0.9830,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,49477674608126822086486694449483071145969412420873157111157865055604957932995,highest-temperature-in-panama-city-on-april-30-2026-29corhigher,Yes,2026-04-30T08:22:03+00:00,0.9845,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,115662779184590969882019475353033160588482618641489177355985386361098625386864,highest-temperature-in-istanbul-on-april-30-2026-15c,No,2026-04-30T08:32:05+00:00,0.9545,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,12765555525906054544573299776090187315401562991934264841771487517955893359532,col-ray-str-2026-04-30-spread-away-2pt5,Rayo Vallecano de Madrid,2026-04-30T08:32:05+00:00,0.9685,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,112307350609121741817992226118039178007648562922248332299005762301164957934739,gensyn-fdv-above-200m-one-day-after-launch-463,Yes,2026-04-30T08:32:05+00:00,0.9830,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,30108709191798262746835840738893345213185427724463140933878601905144480955149,highest-temperature-in-chongqing-on-april-30-2026-27c,No,2026-04-30T08:32:05+00:00,0.9850,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,61856789347784148217102231577354001161371180915704353197502907273463565388484,hok-rngm-qingji-2026-04-30,Qing Jiu Club,2026-04-30T08:42:08+00:00,0.9550,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,88798401160404087671051562864741897965750780686539075313998241361546364260828,highest-temperature-in-chongqing-on-april-30-2026-28c,No,2026-04-30T08:42:08+00:00,0.9810,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,6995481700347632989840008881736029164904719443557380329761083050725652451725,will-trump-say-nasa-5-times-during-astronaut-greeting,No,2026-04-30T08:52:10+00:00,0.8525,,0.0000,6,near_zero
2026-05-01T11:53:58+00:00,167,68680655265571918763259425814655064655886927301984765915591272665489555687459,googl-above-335-on-may-1-2026,Yes,2026-04-30T08:52:10+00:00,0.9560,,0.0000,6,near_zero
